Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM,has_liver_cluster,has_liver_enrichment,Classification
MCM4,bone marrow: 54.4,,Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation,"Lung - Mitotic cells (Lung), Spleen - Mitotic cells (Spleen), Stomach - Mitotic cells (Stomach), Testis - Early spermatids, Testis - Spermatocytes",False,False,False,non-liver protein
GALNS,,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,,False,False,False,non-liver protein
RNASE4,liver: 463.8,463.8,Cluster 83: Liver - Metabolism,"Adrenal gland - Fibroblasts, Heart muscle - Fibroblasts, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells, Spleen - Fibroblast_2, Thyroid gland - Fibroblasts",True,True,True,liver protein (all 3)
SDC2,liver: 445.9;thyroid gland: 411.6,445.9,Cluster 1: Liver & Kidney - Metabolism,"Colon - Fibroblasts, Liver - Hepatocytes, Minor Salivary Gland - Fibroblasts, Skeletal muscle - Fibroblasts, Spleen - Fibroblast_1, Thyroid gland - Thyroid glandular cells",True,True,True,liver protein (all 3)
CD68,lung: 346.5;lymphoid tissue: 360.8,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Lung - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Skin - Macrophages, Spleen - Macrophages, Stomach - Macrophages, Testis - Macrophages, Thyroid gland - Macrophages",False,False,False,non-liver protein
SHMT1,kidney: 162.0;liver: 388.8,388.8,Cluster 1: Liver & Kidney - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Colon - Macrophages, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Pituitary gland - Undifferentiated cells (Pituitary gland), Spleen - Macrophages, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",True,True,True,liver protein (all 3)
SHMT2,liver: 177.8,177.8,Cluster 83: Liver - Metabolism,Colon - Macrophages,True,True,False,liver protein (nTPM + cluster)
EVI2B,bone marrow: 186.9;lymphoid tissue: 165.3,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Lung - Neutrophil_2",False,False,False,non-liver protein
EPHX2,liver: 322.9,322.9,Cluster 37: Liver & Intestine - Lipid metabolism,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Prostate glandular cells, Skin - Keratinocyte (other)",True,True,True,liver protein (all 3)
HSPA4,,,Cluster 39: Retina & Testis - Cilium,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
GRK5,,,Cluster 7: Adipose tissue - Mixed function,"Breast - Endothelial cells, Minor Salivary Gland - Endothelial cells",False,False,False,non-liver protein
MPI,,,Cluster 23: Non-specific - Cellular respiration,"Heart muscle - Cardiomyocytes, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
GPC1,skin 1: 219.8,,Cluster 21: Testis - Unknown function,"Colon - Enteric glia cells, Minor Salivary Gland - Minor salivary gland basal cells, Pituitary gland - Corticotropes, Skin - Keratinocyte (other), Spleen - Fibroblast_1, Testis - Sertoli cells",False,False,False,non-liver protein
PFN2,brain: 340.1,,Cluster 33: Brain - Neuronal signaling,"Lung - Respiratory ciliated cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
USP6,skeletal muscle: 19.6;testis: 13.0,,Cluster 72: Testis & Skeletal muscle - Protein ubiquitination,"Lung - Respiratory ciliated cells, Testis - Spermatocytes",False,False,False,non-liver protein
CA5A,liver: 23.5,23.5,Cluster 31: Liver - Plasma proteins,,True,True,False,liver protein (nTPM + cluster)
CTNNA1,,,Cluster 27: Squamous epithelium - Keratinization,,False,False,False,non-liver protein
CTNNB1,,,Cluster 62: Connective tissue - ECM organization,,False,False,False,non-liver protein
BMI1,,,Cluster 3: Non-specific - Unknown function,,False,False,False,non-liver protein
PHB1,,,Cluster 43: Non-specific - Mitochondrial translation,"Stomach - Macrophages, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
SERPINB6,,,Cluster 7: Adipose tissue - Mixed function,"Adrenal gland - Adrenal cortex cells, Liver - Vascular Endothelial cells, Testis - Early spermatids, Testis - Late spermatids",False,False,True,liver protein_3
RDX,adrenal gland: 150.4,,Cluster 26: Adrenal gland - Steroid metabolism,"Adrenal gland - Adrenal cortex cells, Breast - Endothelial cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
RPA3,,,Cluster 40: Non-specific - Transcription,"Skin - Mitotic cells (Skin), Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
RFC4,,,Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation,"Skin - Mitotic cells (Skin), Testis - Spermatocytes",False,False,False,non-liver protein
RFC2,,,Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation,"Skin - Keratinocyte (other), Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
RFC1,,,Cluster 16: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
RPL22,,,Cluster 18: Non-specific - Ribosome,,False,False,False,non-liver protein
GTF2F1,,,Cluster 65: Cerebellum - Nervous system development,Testis - Late spermatids,False,False,False,non-liver protein
SPR,,,Cluster 68: Non-specific - Protein processing,Spleen - Fibroblast_1,False,False,False,non-liver protein
IDUA,,,Cluster 66: Non-specific - Transcription,Heart muscle - Fibroblasts,False,False,False,non-liver protein
UGT1A3,liver: 66.0,66.0,,,True,False,False,liver protein_1
CBS,brain: 52.0;liver: 170.6;pancreas: 131.6,170.6,Cluster 68: Non-specific - Protein processing,,True,False,False,liver protein_1
KRT9,lymphoid tissue: 11.8,,Cluster 71: Thymus - Adaptive immune response,"Adrenal gland - Adrenal medulla cells, Breast - Breast myoepithelial cells, Minor Salivary Gland - Minor salivary gland basal cells, Testis - Spermatogonia",False,False,False,non-liver protein
SAA4,liver: 1879.5,1879.5,Cluster 31: Liver - Plasma proteins,"Adipose visceral - Adipocytes (Visceral), Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells, Testis - Early spermatids, Testis - Late spermatids",True,True,True,liver protein (all 3)
FBN1,adipose tissue: 51.1;placenta: 63.6,,Cluster 62: Connective tissue - ECM organization,"Adipose subcutaneous - Adipose progenitor cells, Colon - Fibroblasts, Heart muscle - Fibroblasts, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Lung - Fibroblast_2, Skeletal muscle - Fibroblasts, Skin - Fibroblast_2, Spleen - Fibroblast_2",False,False,True,liver protein_3
GCK,brain: 11.4;liver: 17.8;pituitary gland: 22.7,17.8,Cluster 69: Liver - Oxidoreductase activity,"Liver - Hepatocytes, Pancreas - Alpha cells, Pancreas - Beta cells, Prostate - Fibroblasts, Thyroid gland - Fibroblasts",True,True,True,liver protein (all 3)
PCK1,kidney: 416.9;liver: 664.7,664.7,Cluster 1: Liver & Kidney - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Minor Salivary Gland - Adipocytes (Minor salivary gland), Skin - Adipocytes (Skin)",True,True,False,liver protein (nTPM + cluster)
IRS1,,,Cluster 62: Connective tissue - ECM organization,"Liver - Hepatocytes, Lung - Fibroblast_1",False,False,True,liver protein_3
AGL,skeletal muscle: 248.4;tongue: 203.8,,Cluster 14: Skeletal muscle - Muscle contraction,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes",False,False,True,liver protein_3
MYH9,,,Cluster 7: Adipose tissue - Mixed function,"Adipose subcutaneous - Endothelial cells, Minor Salivary Gland - Minor salivary glandular cells, Testis - Endothelial cells",False,False,False,non-liver protein
MYH10,,,Cluster 64: Neuronal - Transcription,"Adrenal gland - Fibroblasts, Heart muscle - Smooth muscle cells, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Lung - Fibroblast_1, Skeletal muscle - Fibroblasts, Testis - Spermatogonia, Thyroid gland - Fibroblasts",False,False,True,liver protein_3
COPB2,,,Cluster 68: Non-specific - Protein processing,Adrenal gland - Adrenal cortex cells,False,False,False,non-liver protein
ACTN2,heart muscle: 717.1;skeletal muscle: 2019.8;tongue: 1230.1,,Cluster 14: Skeletal muscle - Muscle contraction,"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes",False,False,False,non-liver protein
ADD1,,,Cluster 3: Non-specific - Unknown function,"Breast - Fibroblasts, Kidney - Fibroblasts, Prostate - Smooth muscle cells",False,False,False,non-liver protein
BSG,,,Cluster 30: Heart muscle - Heart development,"Adipose subcutaneous - Adipocytes (Subcutaneous), Heart muscle - Cardiomyocytes, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
FUS,,,Cluster 16: Non-specific - Transcription,,False,False,False,non-liver protein
NUP214,testis: 117.4,,Cluster 78: Testis - Transcription,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
DEK,,,Cluster 25: Small intestine - Absorption,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
ATP7B,,,Cluster 46: Testis - Spermatogenesis,"Adipose visceral - Mesothelial cells, Testis - Late spermatids",False,False,False,non-liver protein
MYH11,intestine: 3210.5;seminal vesicle: 1611.1;urinary bladder: 1980.8,,Cluster 41: Smooth muscle tissue - ECM organization,"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Adrenal gland - Smooth muscle cells, Breast - Smooth muscle cells, Colon - Smooth muscle cells, Heart muscle - Smooth muscle cells, Lung - Smooth muscle cells, Minor Salivary Gland - Smooth muscle cells, Pituitary gland - Smooth muscle cells, Prostate - Smooth muscle cells, Skeletal muscle - Smooth muscle cells, Skin - Smooth muscle cells, Thyroid gland - Smooth muscle cells",False,False,False,non-liver protein
GLRX,skeletal muscle: 749.7,,Cluster 19: Non-specific - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Spleen - Neutrophils, Thyroid gland - Macrophages",False,False,False,non-liver protein
PPM1A,bone marrow: 141.3,,Cluster 4: Testis - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
IGFALS,liver: 113.8,113.8,Cluster 83: Liver - Metabolism,Liver - Hepatocytes,True,True,True,liver protein (all 3)
AHR,,,Cluster 11: Liver - Plasma proteins,Skeletal muscle - Endothelial cells,False,True,False,liver protein_2
KRT2,skin 1: 4511.5,,Cluster 82: Skin - Keratinization,Skin - Keratinocyte (other),False,False,False,non-liver protein
HMGCL,liver: 314.7,314.7,Cluster 1: Liver & Kidney - Metabolism,"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Sertoli cells, Thyroid gland - Thyroid glandular cells",True,True,True,liver protein (all 3)
FLT4,,,Cluster 47: Spleen - Immune response,"Kidney - Endothelial cells, Liver - Vascular Endothelial cells, Minor Salivary Gland - Endothelial cells, Pancreas - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells",False,False,True,liver protein_3
KDR,,,Cluster 7: Adipose tissue - Mixed function,"Adipose subcutaneous - Endothelial cells, Adrenal gland - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Liver - Sinusoid Endothelial cells, Minor Salivary Gland - Endothelial cells, Skeletal muscle - Endothelial cells, Stomach - Endothelial cells",False,False,True,liver protein_3
PSMC2,,,Cluster 35: Non-specific - Mitochondria,Testis - Early spermatids,False,False,False,non-liver protein
SLC16A2,liver: 39.5,39.5,Cluster 1: Liver & Kidney - Metabolism,"Adrenal gland - Adrenal cortex cells, Heart muscle - Fibroblasts, Liver - Hepatocytes, Pituitary gland - Undifferentiated cells (Pituitary gland), Prostate - Fibroblasts",True,True,True,liver protein (all 3)
GGT5,,,Cluster 7: Adipose tissue - Mixed function,"Adrenal gland - Fibroblasts, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Minor Salivary Gland - Macrophages, Testis - Endothelial cells",False,False,True,liver protein_3
ARL2,,,Cluster 54: Non-specific - Basic cellular processes,"Minor Salivary Gland - Endothelial cells, Testis - Late spermatids",False,False,False,non-liver protein
ARL3,retina: 93.4,,Cluster 76: Retina - Visual perception,"Spleen - Fibroblast_1, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
MAP2K2,skeletal muscle: 271.0,,Cluster 35: Non-specific - Mitochondria,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
UGT2B10,liver: 226.6,226.6,Cluster 31: Liver - Plasma proteins,"Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids",True,True,True,liver protein (all 3)
ATP5F1C,tongue: 858.9,,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
ATP6V1E1,,,Cluster 23: Non-specific - Cellular respiration,,False,False,False,non-liver protein
CPOX,,,Cluster 5: Brain & Testis - Signal transduction,,False,False,False,non-liver protein
RPL4,,,Cluster 18: Non-specific - Ribosome,,False,False,False,non-liver protein
LONP1,adrenal gland: 190.0,,Cluster 26: Adrenal gland - Steroid metabolism,,False,False,False,non-liver protein
PGM1,skeletal muscle: 1504.2;tongue: 757.4,,Cluster 14: Skeletal muscle - Muscle contraction,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Breast - Adipocytes (Breast), Liver - Hepatocytes, Prostate - Smooth muscle cells",False,False,True,liver protein_3
PPP1CC,,,Cluster 4: Testis - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids",False,False,False,non-liver protein
GNL1,,,Cluster 66: Non-specific - Transcription,Testis - Early spermatids,False,False,False,non-liver protein
LTBR,,,Cluster 83: Liver - Metabolism,,False,True,False,liver protein_2
SERPINF1,choroid plexus: 4719.0,,Cluster 60: Choroid plexus - Transmembrane transport,"Adipose visceral - Macrophages, Adrenal gland - Fibroblasts, Heart muscle - Fibroblasts, Liver - Hepatocytes, Lung - Fibroblast_2, Spleen - Fibroblast_2, Thyroid gland - Macrophages",False,False,True,liver protein_3
SREBF1,adrenal gland: 212.3,,Cluster 43: Non-specific - Mitochondrial translation,Testis - Sertoli cells,False,False,False,non-liver protein
DLST,,,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Minor Salivary Gland - Endothelial cells",False,False,False,non-liver protein
GMPR,skeletal muscle: 345.9;tongue: 196.9,,Cluster 14: Skeletal muscle - Muscle contraction,"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Mesothelial cells, Heart muscle - Cardiomyocytes, Pancreas - Macrophages, Prostate - Prostate glandular cells, Spleen - Erythrocytes, Testis - Sertoli cells",False,False,False,non-liver protein
GPX4,,,Cluster 44: Testis - Spermatogenesis,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Liver - Hepatocytes, Testis - Late spermatids",False,False,True,liver protein_3
CFHR2,liver: 1309.3,1309.3,Cluster 31: Liver - Plasma proteins,Liver - Hepatocytes,True,True,True,liver protein (all 3)
HSD17B2,intestine: 416.6;liver: 211.1;placenta: 368.9,211.1,Cluster 25: Small intestine - Absorption,"Colon - Colon enterocytes, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Urothelial cells",True,False,False,liver protein_1
SRP14,,,Cluster 54: Non-specific - Basic cellular processes,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
TGFBR2,,,Cluster 7: Adipose tissue - Mixed function,"Colon - Endothelial cells, Heart muscle - Macrophages, Kidney - Endothelial cells, Pituitary gland - Endothelial cells, Stomach - Endothelial cells, Testis - Endothelial cells, Thyroid gland - Endothelial cells",False,False,False,non-liver protein
NUP62,,,Cluster 4: Testis - Basic cellular processes,"Adipose visceral - Adipose progenitor cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
